대분류,중분류,순위,상호,대표자,소재지,등록번호,시공능력평가액,공사실적평가액,경영평가액,기술능력평가액,신인도평가액,건설공사실적,기술자수
소방설비,소방시설공사업(전문),5333,(주)한주소방,문성환,부산,2016-02-00686,730600,,,,,,
소방설비,소방시설공사업(전문),5334,주식회사 지성전설,서혜란,경북,2024-02-00170,730300,,,,,,
소방설비,소방시설공사업(전문),5335,성진전력(주),이은진,충북,제2006-4호,730200,,,,,,
소방설비,소방시설공사업(전문),5336,태진소방공사,주오영,경기(남),경기부천 제2007-05호,730200,,,,,,
소방설비,소방시설공사업(전문),5337,(주)삼일기공,박상숙,강원,2023-02-00306,729000,,,,,,
소방설비,소방시설공사업(전문),5338,주식회사 피스코,박경숙,세종,2023-02-00153,729000,,,,,,
소방설비,소방시설공사업(전문),5339,대진전력(주),최미숙,경남,2016-02-00415,728400,,,,,,
소방설비,소방시설공사업(전문),5340,주식회사 명성이엔티,이정혜,경남,2026-02-00051,728400,,,,,,
소방설비,소방시설공사업(전문),5341,(주)유안이엔씨,유경렬,경기(남),2022-02-00188,728300,,,,,,
소방설비,소방시설공사업(전문),5342,신라파이어(주),이정규,인천,인천남동공단 제1998-1호,728300,,,,,,
소방설비,소방시설공사업(전문),5343,주식회사 영우이엔지,우영식,충남,2026-02-00075,728200,,,,,,
소방설비,소방시설공사업(전문),5343,주식회사 가온소방,최종욱,충남,2026-02-00095,728200,,,,,,
소방설비,소방시설공사업(전문),5343,주식회사 모두소방,송지량,경기(남),2026-02-00145,728200,,,,,,
소방설비,소방시설공사업(전문),5346,엘에스일렉트릭(주),구자균,경기(남),경기안양 제2009-15호,728100,,,,,,
소방설비,소방시설공사업(전문),5346,주식회사 라인산업,한동윤,전남광주(광주),2022-02-00320,728100,,,,,,
소방설비,소방시설공사업(전문),5346,주식회사 남전,이은솔,전남광주(전남),2019-02-00242,728100,,,,,,
소방설비,소방시설공사업(전문),5346,유한기술(주),장승혁,전남광주(전남),제2011-나-11호,728100,,,,,,
소방설비,소방시설공사업(전문),5346,(주)성민산업,원현혜,경남,2025-02-00118,728100,,,,,,
소방설비,소방시설공사업(전문),5351,(주)세원이엔피디,이왕종,서울,제동작2010-4호,728100,,,,,,
소방설비,소방시설공사업(전문),5352,(주)글로리이앤씨,이남연,경기(남),경기성남제2015-07호,727400,,,,,,
소방설비,소방시설공사업(전문),5353,(주)세양전기,전재득,경기(북),경기가평 제2008-1호,727300,,,,,,
소방설비,소방시설공사업(전문),5354,(주)에너지소방,차창열,대구,제96-6호,727200,,,,,,
소방설비,소방시설공사업(전문),5355,(주)한빛네트웍스,황생동,전남광주(광주),제2015-다-1호,727100,,,,,,
소방설비,소방시설공사업(전문),5356,제이에스이엔지(주),오석환,부산,2019-02-00380,726800,,,,,,
소방설비,소방시설공사업(전문),5357,미래이앤시 주식회사,이천구,경기(남),경기용인공사제2014-5호,726700,,,,,,
소방설비,소방시설공사업(전문),5358,(주)삼보실업,나인준,전남광주(전남),제2012-카-14호,726600,,,,,,
소방설비,소방시설공사업(전문),5359,에이스방재 주식회사,윤석찬,세종,2021-02-00547,726500,,,,,,
소방설비,소방시설공사업(전문),5360,한영전기(주),한영근,경남,2024-02-00059,726500,,,,,,
