대분류,중분류,순위,상호,대표자,소재지,등록번호,시공능력평가액,공사실적평가액,경영평가액,기술능력평가액,신인도평가액,건설공사실적,기술자수
기계설비,기계설비·가스공사업,5664,(주)제이엠텍,김용만,충북,충북청주제06-12-1,6537,774,4649,1058,55,985,5
기계설비,기계설비·가스공사업,5665,(주)제이오,심재혁,경기,안산2011-10-6,35994,23222,7946,3166,1658,42947,15
기계설비,기계설비·가스공사업,5666,(주)제이오기계건설,정훈철,광주,광주북2013-10-06,1158,564,106,446,40,703,3
기계설비,기계설비·가스공사업,5667,(주)제이오설비산업,손혜옥,인천,인천계양2017-10-02,2764,1091,1328,297,46,838,2
기계설비,기계설비·가스공사업,5668,(주)제이와이,최계순,경북,경북울진2018-10-1,1012,160,285,559,6,198,4
기계설비,기계설비·가스공사업,5669,(주)제이원건설,김수겸,세종,충남보령2024-13-01,1114,53,757,302,0,77,2
기계설비,기계설비·가스공사업,5670,(주)제이원기술,이영규,부산,부산사하2022-13-02,2364,660,1325,378,0,1154,2
기계설비,기계설비·가스공사업,5671,(주)제이원엔지니어링,"장세선, 김혜진",경남,부산강서2023-파-06,293,58,63,171,0,104,2
기계설비,기계설비·가스공사업,5672,(주)제이원이엔지,전종원,울산,울산울주2014-10-05,4128,3086,524,297,220,2350,2
기계설비,기계설비·가스공사업,5673,제이원종합건설(주),전명현,인천,인천남동23-파-10,1955,167,1005,782,0,220,4
기계설비,기계설비·가스공사업,5674,(주)제이이앤시,김종식,서울,여수2000-12-10,4858,2599,1359,639,259,4557,3
기계설비,기계설비·가스공사업,5675,(유)제이제이건설,최민희,전북,전북정읍2020-10-01,1692,398,962,331,0,714,2
기계설비,기계설비·가스공사업,5676,(주)제이지주택건설,박종우,광주,광주광산2020-10-06,2359,111,900,1348,0,109,8
기계설비,기계설비·가스공사업,5677,(주)제이케이,진인기,대전,충남공주-04-12-01,542,106,0,425,10,139,2
기계설비,기계설비·가스공사업,5678,제이케이건설산업(주),조정연,경기,구로-99-27-1-18,1194,211,516,446,21,408,3
기계설비,기계설비·가스공사업,5679,(주)제이케이씨,강제이,경기,성남21-10-7,1882,426,1045,410,0,569,2
기계설비,기계설비·가스공사업,5680,(주)제이케이알에스티,정용규,부산,부산강서2016-10-11,3326,375,1356,1578,16,497,11
기계설비,기계설비·가스공사업,5681,(주)제이케이이앤씨,강훈,경기,수원2018-10-01,10749,3814,6091,679,163,10663,2
기계설비,기계설비·가스공사업,5682,제이케이이앤씨(주),박성근,경남,김해 2014-10-05,732,119,157,446,8,234,3
기계설비,기계설비·가스공사업,5683,제이케이이엔지(주),"강숙정, 허용택",울산,울산울주2016-10-38,575,118,153,297,5,207,2
기계설비,기계설비·가스공사업,5684,(주)제이콘,홍대성,울산,경남-92-12-50,125991,84053,24000,9435,8501,94576,16
기계설비,기계설비·가스공사업,5685,(주)제이투,이지덕,강원,강원화천2009-10-01,3793,493,2960,304,35,514,2
기계설비,기계설비·가스공사업,5686,(주)제이투이앤씨,권영진,부산,부산북구2016-10-4,2423,80,900,1439,3,164,7
기계설비,기계설비·가스공사업,5687,(주)제이투이앤씨,김대중,인천,인천서구2011-10-05,3478,303,1714,1439,21,668,9
기계설비,기계설비·가스공사업,5688,(주)제이티아이공조,이재관,서울,송파-09-10-08,3656,911,2234,446,65,931,3
기계설비,기계설비·가스공사업,5689,(주)제이티이엔지,양기정,전북,전북군산2020-10-08,2857,549,1920,355,31,1158,2
기계설비,기계설비·가스공사업,5690,(주)제이파크건설산업,박종필,대전,대전대덕12-10-03,5264,3130,1243,667,223,6468,4
기계설비,기계설비·가스공사업,5691,(주)제이피에스이엔씨,조인호,경남,창원성산2020-10-01,2285,887,1008,389,0,1228,2
기계설비,기계설비·가스공사업,5692,(주)제이피이노베이션,이제환,경기,화성13-10-12,3799,2253,790,595,160,2647,4
기계설비,기계설비·가스공사업,5693,(주)제이피이앤지,"조혜경, 김종필",서울,관악-22-파-01,1216,273,495,446,0,600,3
기계설비,기계설비·가스공사업,5694,(주)제이피이엔씨,박은영,경기,의정부2022-파-4,1054,466,280,307,0,761,2
기계설비,기계설비·가스공사업,5695,(주)제이피정공,변승무,충북,제천22-파-1,1488,592,441,454,0,990,3
기계설비,기계설비·가스공사업,5696,제이피코(주),문상현,경남,경남98-12-3,13681,4127,8546,593,413,4971,3
기계설비,기계설비·가스공사업,5697,(주)제이피코플랜트,황찬우,울산,울산남구2012-10-04,4840,2175,2212,297,155,2638,2
기계설비,기계설비·가스공사업,5698,(주)제일공사,"박수근, 박성환",부산,부산금정2017-23-01,11694,277,1664,9741,11,0,39
기계설비,기계설비·가스공사업,5699,(유)제일공영,정성조,전북,전북-12-117,964,40,577,342,4,14,2
기계설비,기계설비·가스공사업,5700,제일공조(주),권원섭,서울,강남-05-12-22,7778,2838,3734,1001,203,5325,5
기계설비,기계설비·가스공사업,5701,(주)제일공조연구소,최숙자,충남,충남천안-2018-10-13,1678,554,951,148,23,1159,1
기계설비,기계설비·가스공사업,5702,(주)제일기건,조선영,강원,강원 98-12-11,1450,367,739,306,36,335,2
기계설비,기계설비·가스공사업,5703,(주)제일기건,박창재,충남,충남천안-99-12-1,19719,11415,5109,1401,1793,5052,7
기계설비,기계설비·가스공사업,5704,제일기계설비(주),이훈옥,경기,경기북부98-12-6,1600,274,1000,297,27,704,2
기계설비,기계설비·가스공사업,5705,제일기공,신동휘,대구,대구달서구2011-10-4,2385,289,1373,701,20,606,4
기계설비,기계설비·가스공사업,5706,제일기술산업(주),박동화,전남,여수2010-10-05,3512,618,1436,1413,44,856,9
기계설비,기계설비·가스공사업,5707,제일기업,양희일,대구,대구98-12-224,3025,542,2127,301,54,302,2
